index,object_id,category,embedding_caption_before_manual_judgement,present_attributes_before_manual_judgement,contact_sheet
359,04256520_1a201d0a99d841ca684b7bc3f8a9aa55,sofa,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1a201d0a99d841ca684b7bc3f8a9aa55.png
360,04256520_1a38407b3036795d19fb4103277a6b93,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1a38407b3036795d19fb4103277a6b93.png
361,04256520_1a389652d23b9cc06bfa0701d875ff10,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1a389652d23b9cc06bfa0701d875ff10.png
362,04256520_1a477f7b2c1799e1b728e6e715c3f8cf,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1a477f7b2c1799e1b728e6e715c3f8cf.png
363,04256520_1a4a8592046253ab5ff61a3a2a0e2484,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1a4a8592046253ab5ff61a3a2a0e2484.png
364,04256520_1a525427776b39259c89c86daa5af59d,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1a525427776b39259c89c86daa5af59d.png
365,04256520_1a713136ff3c0a506298eed3ee847aba,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1a713136ff3c0a506298eed3ee847aba.png
366,04256520_1a78f3397910037885f6153ed2033a1c,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1a78f3397910037885f6153ed2033a1c.png
367,04256520_1a9d0480b74d782698f5bccb3529a48d,sofa,"A sofa with single main body, boxy volume, distinct seat, and backrest.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1a9d0480b74d782698f5bccb3529a48d.png
368,04256520_1aa509f3d8c1d1e46bc58b7f28700afd,sofa,"A sofa with single main body, boxy volume, curved shell, flat horizontal surface, distinct seat, and backrest.",has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1aa509f3d8c1d1e46bc58b7f28700afd.png
369,04256520_1aa55867200ea789465e08d496c0420f,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1aa55867200ea789465e08d496c0420f.png
370,04256520_1aaee46102b4bab3998b2b87439f61bf,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1aaee46102b4bab3998b2b87439f61bf.png
371,04256520_1aafe6bb91e66b1a22e6294dfcaabbc8,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1aafe6bb91e66b1a22e6294dfcaabbc8.png
372,04256520_1acdc3f794d927fd63fba60e6c90121a,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1acdc3f794d927fd63fba60e6c90121a.png
373,04256520_1af8bfa4eda36bd697c597ba4db02ec7,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1af8bfa4eda36bd697c597ba4db02ec7.png
374,04256520_1af92afe68b3f837f51f77a6d7299806,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1af92afe68b3f837f51f77a6d7299806.png
375,04256520_1b0432fd7b56f7e219fb4103277a6b93,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1b0432fd7b56f7e219fb4103277a6b93.png
376,04256520_1b17f84df81e0165e336453ccee6eebc,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1b17f84df81e0165e336453ccee6eebc.png
377,04256520_1b25f96d97a94b05125abe33bf4f0061,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1b25f96d97a94b05125abe33bf4f0061.png
378,04256520_1b28eabac10276cb7062f2d72cde5c95,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1b28eabac10276cb7062f2d72cde5c95.png
379,04256520_1b4cfb30e4f49edb4b3c42e318f3affc,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1b4cfb30e4f49edb4b3c42e318f3affc.png
380,04256520_1b5ae67e2ffb387341fbc1e2da054acb,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1b5ae67e2ffb387341fbc1e2da054acb.png
381,04256520_1b5bd45428de094f593ebeeedbff73b,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1b5bd45428de094f593ebeeedbff73b.png
382,04256520_1b8894ce5f53e0007143b902ce4e435d,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1b8894ce5f53e0007143b902ce4e435d.png
383,04256520_1bb31ffee286d9687597e1f94410131a,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1bb31ffee286d9687597e1f94410131a.png
384,04256520_1bb6224360321002b8bd10c3418cc648,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1bb6224360321002b8bd10c3418cc648.png
385,04256520_1bbc63fe00a7c3e2bbc7a6acbd8f058b,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1bbc63fe00a7c3e2bbc7a6acbd8f058b.png
386,04256520_1bce3a3061de03251009233434be6ec0,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1bce3a3061de03251009233434be6ec0.png
387,04256520_1bfb1f52f2200860c3eb4329189b69dd,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, and backrest.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1bfb1f52f2200860c3eb4329189b69dd.png
388,04256520_1bfe2d5a13298b40eaf288f952624966,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1bfe2d5a13298b40eaf288f952624966.png
389,04256520_1c2fa78dbf2d2cda9e02fc85f824870c,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1c2fa78dbf2d2cda9e02fc85f824870c.png
390,04256520_1c4bfbfceb9e579c708f430fbe4ae8ff,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1c4bfbfceb9e579c708f430fbe4ae8ff.png
391,04256520_1c54ad94269d0e786abe5555a3b447d,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1c54ad94269d0e786abe5555a3b447d.png
392,04256520_1c756525061c4b0b4f3443b22038d340,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1c756525061c4b0b4f3443b22038d340.png
393,04256520_1c78365aa05c3d2d64614cce5789ae5c,sofa,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1c78365aa05c3d2d64614cce5789ae5c.png
394,04256520_1c7c7a7b20831d699cd2678508cc27b8,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1c7c7a7b20831d699cd2678508cc27b8.png
395,04256520_1c912a8597962f1514038d588fd1342f,sofa,"A sofa with single main body, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1c912a8597962f1514038d588fd1342f.png
396,04256520_1c9d333bda4b2977f92f3e7bff4c4ab0,sofa,"A sofa with single main body, boxy volume, curved shell, flat horizontal surface, distinct seat, and backrest.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1c9d333bda4b2977f92f3e7bff4c4ab0.png
397,04256520_1cd54be30a2aa4effe3e4e51c69744ad,sofa,"A sofa with single main body, boxy volume, distinct seat, and backrest.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1cd54be30a2aa4effe3e4e51c69744ad.png
398,04256520_1cdc625f58dc911518af974879cc252c,sofa,"A sofa with single main body, curved shell, distinct seat, and backrest.",has_single_main_body; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1cdc625f58dc911518af974879cc252c.png
399,04256520_1ce97f222c9caeac14038d588fd1342f,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1ce97f222c9caeac14038d588fd1342f.png
400,04256520_1cfaa8ba4979b36ea60b4d749290e4f,sofa,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests. Reconstruction-relevant geometry includes concavity, cylindrical parts, asymmetry, and partly hidden supports.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity; has_cylindrical_parts; has_asymmetry; has_occluded_or_hidden_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1cfaa8ba4979b36ea60b4d749290e4f.png
401,04379243_1011e1c9812b84d2a9ed7bb5b55809f8,table,"A table with single main body, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1011e1c9812b84d2a9ed7bb5b55809f8.png
402,04379243_10139657dfa9afe0c3bd24f986301745,table,"A table with single main body, flat horizontal surface, pedestal or central support, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_pedestal_or_central_support; has_cylindrical_parts,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_10139657dfa9afe0c3bd24f986301745.png
