object_id,changed,previous_caption,corrected_caption,previous_attributes,corrected_attributes,reviewer_note
04256520_1545a13dc5b12f51f77a6d7299806,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, asymmetry, and occluded / hidden supports.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_asymmetry; has_occluded_or_hidden_supports,"Large curved sectional sofa with flat modular seats, arms/back, curved corner shell, asymmetric footprint, concave seating area, and hidden supports."
04256520_1575354ba1faad67490ad276cd2af3a4,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, four or more legs, open gaps, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_open_gaps; has_concavity,"Armless sofa/bench with flat seat, vertical back, boxy base, four visible legs, open underside gaps, and concave seating channel."
04256520_1579af0fd3cb306154b2f0044ac86c5f,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, and asymmetry.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_asymmetry,"Modular curved sectional sofa with flat seats, arms/back, multiple visible low feet, open underside gaps, asymmetric layout, and concave seating areas."
04256520_157ed8452a7edab161412053ff521f64,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, cylindrical parts, and asymmetry.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_cylindrical_parts; has_asymmetry,"Asymmetric sectional sofa with chaise extension, flat seats, rolled cylindrical front/side edges, arms/back, visible low legs, and concave seating zones."
04256520_1589b8a09c8bd67551d07d3e9ad67a2,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, and asymmetry.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_asymmetry,"L-shaped sectional sofa with flat modular seats, arms/back, multiple visible low feet, open underside gaps, asymmetric chaise extension, and concave seating corner."
04256520_159a8e14ee6dde05f7628281ecb18112,True,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, thin supports, cross braces or bars, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_concavity; has_cylindrical_parts,"Three-seat sofa with boxy cushions, backrest, armrests, thin tubular legs and side rails, visible open gaps under and around the frame, and a concave seating area."
04256520_15c66bed7e6bdf85160c7765c528fad6,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, concavity, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_occluded_or_hidden_supports,"Single bulky armchair with a flat seat, tall vertical back, side arms, boxy shell, concave seating area, and hidden or integrated supports; the back ridges look like upholstery channels rather than separate slats."
04256520_15ca4d51db95edd783f3ef99fe735c7e,True,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity; has_cylindrical_parts,"Classic sofa with flat cushions, vertical back, rolled cylindrical arms, visible small feet, low open underside gaps, and concave seating space."
04256520_15d2efe697d229aceaf288f952624966,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity,"Long rectangular sofa with flat seats, backrest, low arms, multiple visible legs, open underside gaps, and a concave seating area."
04256520_15d59eaf24645f501030665054ebb2a9,True,"A sofa with single main body, boxy volume, distinct seat, and backrest.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, concavity, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_occluded_or_hidden_supports,"Minimal blocky sofa/tub form with a flat seat, vertical back and side arms, concave interior, and no separately visible legs."
04256520_15fad17654ddfd3c33defcb28e53dee4,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, concavity, asymmetry, and occluded / hidden supports.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_asymmetry; has_occluded_or_hidden_supports,"Low L-shaped sectional sofa with flat modular seats, side arms and back, asymmetric chaise layout, concave seating corner, and hidden or integrated supports."
04256520_160887408a65f88f67903707764646db,True,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, open gaps, concavity, asymmetry, and occluded / hidden supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_open_gaps; has_concavity; has_asymmetry; has_occluded_or_hidden_supports,"L-shaped sofa with a flat chaise-like extension, vertical back and arms, low open underside gaps, asymmetric footprint, concave seating area, and mostly hidden supports."
04256520_1613148b579a747814038d588fd1342f,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, and concavity.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity,"Boxy sofa with flat seat cushions, backrest, arms, four visible block feet, low open underside gaps, and a concave seating area."
04256520_16296126c5a0b92ea597952f9a39cf73,True,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A sofa with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, thin supports, open gaps, concavity, and asymmetry.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_concavity; has_asymmetry,"Large curved sectional sofa with flat modular seats, curved/angled footprint, arms/back, many thin visible legs, open underside gaps, asymmetric layout, and concave seating zones."
04256520_163af537cd485a75e73748f506e4b955,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, open gaps, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps; has_concavity,"Simple boxy sofa with a flat seat, vertical back and arms, small visible feet, low open underside gaps, and a concave seating area."
04256520_164f50d574036cfb2ff0fced1c150b31,True,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.","A sofa with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, concavity, and occluded / hidden supports.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_occluded_or_hidden_supports,"Boxy sofa with flat cushions, vertical back, arms, concave seating area, and no separately visible support structure."
